,Person,1,2,3,4,5,6
346,347,canned-fruit,tropical-fruit,pip-fruit,rubbing-alcohol,oil,female-sanitary-products
347,348,photo/film,rolls/buns,pickled-vegetables,mustard,meat,frozen-potato-products
348,349,popcorn,herbs,mustard,jam,rice,domestic-eggs
349,350,frozen-dessert,tea,bottled-water,frozen-fish,pip-fruit,semi-finished-bread
350,351,Instant-food-products,cookware,sauces,pasta,jam,tropical-fruit
351,352,salty-snack,frozen-fruits,cake-bar,long-life-bakery-product,ice-cream,canned-beer
352,353,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
353,354,liquor,berries,pudding-powder,male-cosmetics,baking-powder,liquor-(appetizer)
354,355,oil,sugar,candles,beef,onions,roll-products-
355,356,pastry,chewing-gum,bottled-water,cake-bar,rolls/buns,shopping-bags
356,357,cookware,jam,root-vegetables,cat-food,soap,pork
357,358,liver-loaf,frozen-dessert,instant-coffee,chicken,frozen-chicken,packaged-fruit/vegetables
358,359,red/blush-wine,liquor,bottled-water,white-wine,brandy,prosecco
359,360,photo/film,napkins,skin-care,oil,house-keeping-products,softener
360,361,cereals,curd,domestic-eggs,pot-plants,butter,pastry
361,362,yogurt,cereals,domestic-eggs,pip-fruit,tropical-fruit,oil
362,363,potato-products,soda,beverages,brown-bread,pip-fruit,candles
363,364,meat,spices,ketchup,pastry,ham,potato-products
364,365,butter,onions,citrus-fruit,other-vegetables,curd,berries
365,366,rolls/buns,hard-cheese,brown-bread,meat,berries,curd
366,367,whipped/sour-cream,herbs,flower-(seeds),yogurt,pet-care,grapes
367,368,frankfurter,red/blush-wine,condensed-milk,liquor,spread-cheese,soda
368,369,herbs,liver-loaf,seasonal-products,chicken,rice,jam
369,370,curd,cream-cheese-,spread-cheese,berries,soft-cheese,beverages
370,371,onions,bottled-beer,UHT-milk,grapes,specialty-cheese,margarine
371,372,processed-cheese,ham,sweet-spreads,specialty-vegetables,kitchen-utensil,packaged-fruit/vegetables
372,373,fish,condensed-milk,cling-film/bags,kitchen-utensil,kitchen-towels,packaged-fruit/vegetables
373,374,onions,bottled-beer,UHT-milk,frozen-dessert,grapes,frozen-fish
374,375,nuts/prunes,ready-soups,instant-coffee,frankfurter,sausage,spread-cheese
375,376,yogurt,other-vegetables,napkins,specialty-bar,chocolate,domestic-eggs
376,377,popcorn,chewing-gum,photo/film,hygiene-articles,dishes,house-keeping-products
377,378,newspapers,soda,white-wine,frankfurter,spread-cheese,bottled-beer
378,379,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
379,380,photo/film,curd,cream-cheese-,spread-cheese,berries,soft-cheese
380,381,nuts/prunes,liquor-(appetizer),dental-care,ice-cream,male-cosmetics,instant-coffee
381,382,condensed-milk,cling-film/bags,kitchen-towels,UHT-milk,sparkling-wine,seasonal-products
382,383,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine,bottled-water
383,384,rubbing-alcohol,flower-(seeds),chicken,rice,herbs,house-keeping-products
384,385,popcorn,kitchen-towels,Instant-food-products,sauces,nut-snack,chewing-gum
385,386,soda,canned-beer,canned-fish,brown-bread,semi-finished-bread,frankfurter
386,387,specialty-fat,hygiene-articles,dishes,light-bulbs,photo/film,decalcifier
387,388,frankfurter,sliced-cheese,shopping-bags,pastry,processed-cheese,spread-cheese
388,389,Instant-food-products,sauces,pasta,canned-vegetables,sweet-spreads,meat-spreads
389,390,jam,specialty-cheese,vinegar,salt,popcorn,canned-fruit
390,391,condensed-milk,cling-film/bags,kitchen-towels,UHT-milk,sparkling-wine,seasonal-products
391,392,canned-beer,white-wine,brandy,specialty-chocolate,liquor,coffee
392,393,spread-cheese,canned-beer,white-wine,sausage,misc.-beverages,chewing-gum
393,394,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
394,395,hair-spray,rum,soft-cheese,ham,sausage,butter-milk
395,396,rolls/buns,brown-bread,sliced-cheese,pastry,meat,frankfurter
396,397,long-life-bakery-product,waffles,cat-food,specialty-chocolate,specialty-bar,mayonnaise
397,398,skin-care,canned-fruit,ketchup,flower-soil/fertilizer,napkins,soft-cheese
398,399,cereals,curd,domestic-eggs,pot-plants,butter,pastry
399,400,root-vegetables,curd,pork,flower-(seeds),butter,berries
400,401,decalcifier,rubbing-alcohol,photo/film,flower-soil/fertilizer,house-keeping-products,cling-film/bags
401,402,sparkling-wine,liquor,bottled-beer,canned-beer,root-vegetables,onions
402,403,sausage,soda,specialty-chocolate,condensed-milk,newspapers,beverages
403,404,hamburger-meat,canned-fish,frankfurter,newspapers,meat,sausage
404,405,grapes,pip-fruit,citrus-fruit,root-vegetables,turkey,onions
405,406,popcorn,cooking-chocolate,photo/film,white-wine,male-cosmetics,bottled-beer
406,407,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
407,408,liqueur,prosecco,shopping-bags,berries,pork,napkins
408,409,rolls/buns,artif.-sweetener,frozen-potato-products,meat,curd,cream-cheese-
409,410,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
410,411,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
411,412,newspapers,soda,beef,red/blush-wine,tropical-fruit,chewing-gum
412,413,seasonal-products,pip-fruit,grapes,root-vegetables,semi-finished-bread,yogurt
413,414,processed-cheese,sweet-spreads,rolls/buns,shopping-bags,pasta,pastry
414,415,hygiene-articles,dishes,soft-cheese,whole-milk,margarine,chewing-gum
415,416,yogurt,beef,pip-fruit,onions,grapes,turkey
416,417,popcorn,condensed-milk,nut-snack,make-up-remover,ice-cream,instant-coffee
417,418,other-vegetables,tropical-fruit,butter-milk,beverages,frozen-vegetables,white-bread
418,419,whole-milk,butter,soft-cheese,root-vegetables,baking-powder,instant-coffee
419,420,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
420,421,sausage,soft-cheese,butter-milk,spread-cheese,hamburger-meat,beverages
421,422,canned-beer,ice-cream,specialty-bar,shopping-bags,misc.-beverages,instant-coffee
422,423,cereals,curd,domestic-eggs,pot-plants,butter,pastry
423,424,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
424,425,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
425,426,grapes,packaged-fruit/vegetables,onions,bottled-beer,soda,candles
426,427,candles,potato-products,specialty-bar,waffles,semi-finished-bread,chocolate
427,428,fish,canned-beer,white-wine,brandy,sauces,baby-food
428,429,fruit/vegetable-juice,onions,rolls/buns,newspapers,pip-fruit,UHT-milk
429,430,rice,dog-food,pot-plants,brown-bread,detergent,long-life-bakery-product
430,431,liqueur,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags
431,432,white-wine,bottled-beer,misc.-beverages,canned-beer,UHT-milk,chewing-gum
432,433,frankfurter,sausage,whole-milk,yogurt,newspapers,beverages
433,434,popcorn,nut-snack,ice-cream,kitchen-towels,make-up-remover,chewing-gum
434,435,male-cosmetics,white-wine,red/blush-wine,bottled-beer,UHT-milk,liquor-(appetizer)
435,436,candy,waffles,chocolate-marshmallow,nuts/prunes,long-life-bakery-product,finished-products
436,437,liver-loaf,pickled-vegetables,chicken,seasonal-products,dishes,meat-spreads
437,438,white-wine,red/blush-wine,bottled-beer,UHT-milk,liquor-(appetizer),misc.-beverages
438,439,chewing-gum,bottled-beer,misc.-beverages,UHT-milk,specialty-bar,shopping-bags
439,440,pet-care,cake-bar,dish-cleaner,nut-snack,sound-storage-medium,pasta
440,441,skin-care,pork,roll-products-,napkins,kitchen-towels,herbs
441,442,white-wine,red/blush-wine,whisky,liqueur,liquor-(appetizer),male-cosmetics
442,443,pork,jam,pickled-vegetables,fruit/vegetable-juice,bottled-water,napkins
443,444,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
444,445,condensed-milk,rubbing-alcohol,skin-care,cling-film/bags,napkins,kitchen-towels
445,446,spread-cheese,canned-beer,soda,white-wine,frankfurter,bottled-beer
446,447,frozen-fish,frozen-dessert,Instant-food-products,skin-care,root-vegetables,sausage
447,448,bathroom-cleaner,light-bulbs,rubbing-alcohol,chewing-gum,ice-cream,photo/film
448,449,processed-cheese,sliced-cheese,hard-cheese,spread-cheese,meat,rolls/buns
449,450,margarine,herbs,pork,flour,whole-milk,frankfurter
450,451,white-wine,domestic-eggs,flower-(seeds),red/blush-wine,jam,curd
451,452,ketchup,cling-film/bags,rubbing-alcohol,skin-care,napkins,canned-fruit
452,453,popcorn,pot-plants,brown-bread,whipped/sour-cream,long-life-bakery-product,white-bread
453,454,instant-coffee,cream-cheese-,whole-milk,soft-cheese,spread-cheese,sliced-cheese
454,455,liqueur,white-wine,male-cosmetics,bottled-beer,house-keeping-products,UHT-milk
455,456,grapes,citrus-fruit,fruit/vegetable-juice,newspapers,onions,canned-vegetables
456,457,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
457,458,spread-cheese,sausage,beverages,frankfurter,newspapers,soft-cheese
458,459,hamburger-meat,kitchen-utensil,canned-fish,seasonal-products,pork,napkins
459,460,sparkling-wine,brown-bread,berries,pork,napkins,hygiene-articles
460,461,condensed-milk,cling-film/bags,kitchen-towels,UHT-milk,sparkling-wine,seasonal-products
461,462,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine,bottled-water
462,463,herbs,jam,packaged-fruit/vegetables,pork,cat-food,pickled-vegetables
463,464,chocolate,long-life-bakery-product,pudding-powder,chocolate-marshmallow,specialty-bar,salty-snack
464,465,potato-products,soda,mustard,waffles,beverages,chocolate
465,466,frozen-dessert,meat,skin-care,herbs,sliced-cheese,mustard
466,467,dishes,butter-milk,cereals,canned-fish,vinegar,tea
467,468,rolls/buns,instant-coffee,mustard,pork,bottled-water,bathroom-cleaner
468,469,nuts/prunes,instant-coffee,frankfurter,pastry,sausage,margarine
469,470,toilet-cleaner,candles,frozen-chicken,specialty-fat,make-up-remover,potato-products
470,471,popcorn,kitchen-towels,ice-cream,chewing-gum,specialty-bar,condensed-milk
471,472,white-wine,canned-beer,soda,misc.-beverages,chewing-gum,spread-cheese
472,473,chocolate,frankfurter,domestic-eggs,skin-care,jam,napkins
473,474,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
474,475,onions,chicken,butter,root-vegetables,baking-powder,whole-milk
475,476,Instant-food-products,cereals,sauces,yogurt,dessert,whipped/sour-cream
476,477,Instant-food-products,onions,root-vegetables,canned-vegetables,grapes,pasta
477,478,canned-beer,white-wine,brandy,specialty-chocolate,liquor,coffee
478,479,misc.-beverages,bottled-water,dessert,salty-snack,brown-bread,candy
479,480,liqueur,prosecco,shopping-bags,berries,pork,napkins
480,481,soda,grapes,white-wine,male-cosmetics,bottled-beer,sound-storage-medium
481,482,cereals,processed-cheese,tea,pudding-powder,sweet-spreads,waffles
482,483,rolls/buns,frozen-potato-products,nut-snack,canned-beer,chewing-gum,ice-cream
483,484,meat,canned-fruit,frankfurter,sugar,sliced-cheese,whole-milk
484,485,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
485,486,liquor,white-wine,red/blush-wine,chewing-gum,pet-care,prosecco
486,487,bottled-beer,misc.-beverages,UHT-milk,chewing-gum,canned-beer,fruit/vegetable-juice
487,488,chocolate-marshmallow,sound-storage-medium,cake-bar,flower-soil/fertilizer,seasonal-products,chocolate
488,489,onions,bottled-beer,grapes,specialty-cheese,margarine,fruit/vegetable-juice
489,490,canned-beer,sausage,spread-cheese,chewing-gum,shopping-bags,specialty-bar
490,491,ketchup,mayonnaise,meat-spreads,processed-cheese,sound-storage-medium,liqueur
491,492,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
492,493,popcorn,canned-beer,chewing-gum,ice-cream,spread-cheese,white-wine
493,494,cereals,cling-film/bags,kitchen-towels,liver-loaf,sugar,jam
494,495,frankfurter,liquor,soda,specialty-bar,waffles,beverages
495,496,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
496,497,liquor,red/blush-wine,prosecco,liquor-(appetizer),sauces,tea
497,498,fruit/vegetable-juice,UHT-milk,chewing-gum,shopping-bags,onions,root-vegetables
498,499,chicken,frozen-fish,skin-care,ketchup,root-vegetables,flower-(seeds)
499,500,canned-beer,coffee,chewing-gum,seasonal-products,canned-fish,specialty-chocolate
500,501,softener,honey,decalcifier,prosecco,house-keeping-products,flower-soil/fertilizer
501,502,bottled-beer,cake-bar,newspapers,fruit/vegetable-juice,margarine,curd
502,503,coffee,chewing-gum,frozen-meals,semi-finished-bread,canned-beer,whisky
503,504,liquor,red/blush-wine,liquor-(appetizer),bottled-water,white-wine,coffee
504,505,beverages,butter-milk,condensed-milk,yogurt,newspapers,bottled-water
505,506,white-wine,sweet-spreads,sparkling-wine,newspapers,pet-care,red/blush-wine
506,507,liqueur,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags
507,508,cereals,yogurt,dessert,whipped/sour-cream,cream-cheese-,cake-bar
508,509,citrus-fruit,fruit/vegetable-juice,onions,newspapers,misc.-beverages,rolls/buns
509,510,processed-cheese,ham,sweet-spreads,specialty-vegetables,sauces,sparkling-wine
510,511,decalcifier,flour,rubbing-alcohol,skin-care,salt,baking-powder
511,512,canned-beer,liquor,misc.-beverages,bottled-beer,grapes,citrus-fruit
512,513,ketchup,canned-fruit,chocolate-marshmallow,cooking-chocolate,tea,butter
513,514,softener,decalcifier,house-keeping-products,flower-soil/fertilizer,condensed-milk,rubbing-alcohol
514,515,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
515,516,cereals,curd,domestic-eggs,pot-plants,butter,pastry
516,517,liquor,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine
517,518,pet-care,cling-film/bags,kitchen-towels,sound-storage-medium,chocolate-marshmallow,dental-care
518,519,specialty-cheese,dishes,cream-cheese-,soft-cheese,root-vegetables,butter-milk
519,520,male-cosmetics,UHT-milk,fruit/vegetable-juice,spread-cheese,soda,misc.-beverages
520,521,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
521,522,sound-storage-medium,white-wine,male-cosmetics,bottled-beer,chocolate-marshmallow,UHT-milk
522,523,grapes,oil,pip-fruit,rice,soups,yogurt
523,524,Instant-food-products,beef,frankfurter,domestic-eggs,newspapers,meat
524,525,frozen-chicken,hair-spray,whipped/sour-cream,pork,napkins,hygiene-articles
525,526,candles,flower-(seeds),roll-products-,frozen-fish,pork,oil
526,527,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
527,528,popcorn,newspapers,misc.-beverages,soda,pip-fruit,pot-plants
528,529,pot-plants,curd,cream-cheese-,spread-cheese,berries,soft-cheese
529,530,canned-beer,sausage,chewing-gum,shopping-bags,specialty-bar,candy
530,531,liqueur,canned-fruit,sparkling-wine,sweet-spreads,frozen-dessert,whipped/sour-cream
531,532,cleaner,nut-snack,syrup,prosecco,frozen-vegetables,sausage
532,533,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
533,534,frozen-meals,dessert,processed-cheese,semi-finished-bread,sweet-spreads,ham
534,535,nut-snack,canned-beer,chewing-gum,cleaner,ice-cream,specialty-bar
535,536,fruit/vegetable-juice,white-wine,processed-cheese,bottled-beer,misc.-beverages,canned-beer
536,537,condensed-milk,zwieback,cling-film/bags,honey,frozen-fruits,kitchen-towels
537,538,detergent,pickled-vegetables,frozen-dessert,sugar,frozen-fish,seasonal-products
538,539,other-vegetables,tropical-fruit,photo/film,coffee,pastry,curd
539,540,male-cosmetics,UHT-milk,fruit/vegetable-juice,tropical-fruit,grapes,onions
540,541,potato-products,mustard,pickled-vegetables,frozen-potato-products,artif.-sweetener,nut-snack
541,542,mustard,meat,sausage,spread-cheese,potato-products,newspapers
542,543,tea,chewing-gum,whole-milk,softener,cream-cheese-,sausage
543,544,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
544,545,dessert,butter-milk,beverages,instant-coffee,pot-plants,long-life-bakery-product
545,546,rolls/buns,pastry,spread-cheese,fruit/vegetable-juice,shopping-bags,UHT-milk
546,547,cereals,curd,domestic-eggs,pot-plants,butter,pastry
547,548,grapes,semi-finished-bread,tropical-fruit,margarine,soda,cream-cheese-
548,549,cereals,curd,domestic-eggs,pot-plants,butter,pastry
549,550,herbs,beef,onions,pork,chicken,roll-products-
550,551,popcorn,make-up-remover,salad-dressing,kitchen-utensil,salt,misc.-beverages
551,552,sparkling-wine,brown-bread,berries,pork,napkins,hygiene-articles
552,553,Instant-food-products,meat-spreads,sauces,pasta,ketchup,canned-fruit
553,554,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
554,555,instant-coffee,canned-beer,sausage,spread-cheese,chewing-gum,shopping-bags
555,556,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
556,557,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
557,558,red/blush-wine,dessert,tea,bottled-water,cake-bar,liquor
558,559,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
559,560,yogurt,whole-milk,cream-cheese-,pudding-powder,snack-products,instant-coffee
560,561,rice,hard-cheese,dental-care,frozen-chicken,nuts/prunes,rubbing-alcohol
561,562,misc.-beverages,fruit/vegetable-juice,margarine,UHT-milk,rolls/buns,newspapers
562,563,cereals,curd,domestic-eggs,pot-plants,butter,pastry
563,564,berries,cream-cheese-,root-vegetables,pot-plants,other-vegetables,citrus-fruit
564,565,spread-cheese,frankfurter,soda,sliced-cheese,shopping-bags,meat
565,566,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
566,567,make-up-remover,misc.-beverages,salty-snack,soap,dog-food,condensed-milk
567,568,condensed-milk,specialty-chocolate,canned-beer,sausage,red/blush-wine,spread-cheese
568,569,tropical-fruit,margarine,citrus-fruit,grapes,chewing-gum,bottled-beer
569,570,liquor,photo/film,light-bulbs,dishes,instant-coffee,specialty-fat
570,571,cookware,liqueur,shopping-bags,berries,pork,napkins
571,572,pasta,Instant-food-products,vinegar,ketchup,onions,herbs
572,573,frozen-vegetables,brown-bread,pip-fruit,newspapers,hard-cheese,bottled-water
573,574,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
574,575,liquor,liquor-(appetizer),red/blush-wine,prosecco,liver-loaf,tea
575,576,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
